# t MDEC_CT MIXS2 a state off enabled CA FEGv low band
477 c248 6 3ff 3 1 0 0 1bff -3 -1
478 c247 6 3ff 3 1 0 0 1bff -3 -1
479 c246 6 3ff 3 1 0 0 1bff -3 -1
480 c245 6 3ff 3 1 0 0 1bff -3 -1
481 c244 6 3ff 3 1 0 0 1bff -3 -1
482 c243 6 3ff 3 1 0 0 1bff -3 -1
483 c242 6 3ff 3 1 0 0 1bff -3 -1
484 c241 6 3ff 3 1 0 0 1bff -3 -1
485 c240 6 3ff 3 1 0 0 1bff -3 -1
486 c23f 6 3ff 3 1 0 0 1bff -3 -1
487 c23e 6 3ff 3 1 0 0 1bff -3 -1
488 c23d 6 3ff 3 1 0 0 1bff -3 -1
489 c23c 6 3ff 3 1 0 0 1bff -3 -1
490 c23b 6 3ff 3 1 0 0 1bff -3 -1
491 c23a 6 3ff 3 1 0 0 1bff -3 -1
492 c239 6 3ff 3 1 0 0 1bff -3 -1
493 c238 6 3ff 3 1 0 0 1bff -3 -1
494 c237 6 3ff 3 1 0 0 1bff -3 -1
495 c236 6 3ff 3 1 0 0 1bff -3 -1
496 c235 6 3ff 3 1 0 0 1bff -3 -1
497 c234 6 3ff 3 1 0 0 1bff -3 -1
498 c233 6 3ff 3 1 0 0 1bff -3 -1
499 c232 6 3ff 3 1 0 0 1bff -3 -1
500 c231 6 3ff 3 1 0 0 1bff -3 -1
501 c230 6 3ff 3 1 0 0 1bff -3 -1
502 c22f 6 3ff 3 1 0 0 1bff -3 -1
503 c22e 6 3ff 3 1 0 0 1bff -3 -1
504 c22d 6 3ff 3 1 0 0 1bff -3 -1
505 c22c 6 3ff 3 1 0 0 1bff -3 -1
506 c22b 6 3ff 3 1 0 0 1bff -3 -1
507 c22a 6 3ff 3 1 0 0 1bff -3 -1
508 c229 6 3ff 3 1 0 0 1bff -3 -1
509 c228 6 3ff 3 1 0 0 1bff -3 -1
510 c227 6 3ff 3 1 0 0 1bff -3 -1
511 c226 6 3ff 3 1 0 0 1bff -3 -1
512 c225 6 3ff 3 1 0 0 1bff -3 -1
513 c224 6 3ff 3 1 0 0 1bff -3 -1
514 c223 6 3ff 3 1 0 0 1bff -3 -1
515 c222 6 3ff 3 1 0 0 1bff -3 -1
516 c221 6 3ff 3 1 0 0 1bff -3 -1
517 c220 6 3ff 3 1 0 0 1bff -3 -1
518 c21f 6 3ff 3 1 0 0 1bff -3 -1
519 c21e 6 3ff 3 1 0 0 1bff -3 -1
520 c21d 6 3ff 3 1 0 0 1bff -3 -1
521 c21c 6 3ff 3 1 0 0 1bff -3 -1
522 c21b 6 3ff 3 1 0 0 1bff -3 -1
523 c21a 6 3ff 3 1 0 0 1bff -3 -1
524 c219 6 3ff 3 1 0 0 1bff -3 -1
525 c218 6 3ff 3 1 0 0 1bff -3 -1
526 c217 6 3ff 3 1 0 0 1bff -3 -1
527 c216 6 3ff 3 1 0 0 1bff -3 -1
528 c215 6 3ff 3 1 0 0 1bff -3 -1
529 c214 6 3ff 3 1 0 0 1bff -3 -1
530 c213 6 3ff 3 1 0 0 1bff -3 -1
531 c212 6 3ff 3 1 0 0 1bff -3 -1
532 c211 6 3ff 3 1 0 0 1bff -3 -1
533 c210 6 3ff 3 1 0 0 1bff -3 -1
534 c20f 6 3ff 3 1 0 0 1bff -3 -1
535 c20e 6 3ff 3 1 0 0 1bff -3 -1
536 c20d 6 3ff 3 1 0 0 1bff -3 -1
537 c20c 6 3ff 3 1 0 0 1bff -3 -1
538 c20b 6 3ff 3 1 0 0 1bff -3 -1
539 c20a 6 3ff 3 1 0 0 1bff -3 -1
540 c209 6 3ff 3 1 0 0 1bff -3 -1
541 c208 6 3ff 3 1 0 0 1bff -3 -1
542 c207 6 3ff 3 1 0 0 1bff -3 -1
543 c206 6 3ff 3 1 0 0 1bff -3 -1
544 c205 6 3ff 3 1 0 0 1bff -3 -1
545 c204 6 3ff 3 1 0 0 1bff -3 -1
546 c203 6 3ff 3 1 0 0 1bff -3 -1
547 c202 6 3ff 3 1 0 0 1bff -3 -1
548 c201 6 3ff 3 1 0 0 1bff -3 -1
549 c200 6 3ff 3 1 0 0 1bff -3 -1
550 c1ff 6 3ff 3 1 0 0 1bff -3 -1
551 c1fe 6 3ff 3 1 0 0 1bff -3 -1
552 c1fd 6 3ff 3 1 0 0 1bff -3 -1
553 c1fc 6 3ff 3 1 0 0 1bff -3 -1
554 c1fb 6 3ff 3 1 0 0 1bff -3 -1
555 c1fa 6 3ff 3 1 0 0 1bff -3 -1
556 c1f9 6 3ff 3 1 0 0 1bff -3 -1
557 c1f8 6 3ff 3 1 0 0 1bff -3 -1
558 c1f7 6 3ff 3 1 0 0 1bff -3 -1
559 c1f6 6 3ff 3 1 0 0 1bff -3 -1
560 c1f5 6 3ff 3 1 0 0 1bff -3 -1
561 c1f4 6 3ff 3 1 0 0 1bff -3 -1
562 c1f3 6 3ff 3 1 0 0 1bff -3 -1
563 c1f2 6 3ff 3 1 0 0 1bff -3 -1
564 c1f1 6 3ff 3 1 0 0 1bff -3 -1
565 c1f0 6 3ff 3 1 0 0 1bff -3 -1
566 c1ef 6 3ff 3 1 0 0 1bff -3 -1
567 c1ee 6 3ff 3 1 0 0 1bff -3 -1
568 c1ed 6 3ff 3 1 0 0 1bff -3 -1
569 c1ec 6 3ff 3 1 0 0 1bff -3 -1
570 c1eb 6 3ff 3 1 0 0 1bff -3 -1
571 c1ea 6 3ff 3 1 0 0 1bff -3 -1
572 c1e9 6 3ff 3 1 0 0 1bff -3 -1
573 c1e8 6 3ff 3 1 0 0 1bff -3 -1
574 c1e7 6 3ff 3 1 0 0 1bff -3 -1
575 c1e6 6 3ff 3 1 0 0 1bff -3 -1
576 c1e5 6 3ff 3 1 0 0 1bff -3 -1
577 c1e4 6 3ff 3 1 0 0 1bff -3 -1
578 c1e3 6 3ff 3 1 0 0 1bff -3 -1
579 c1e2 6 3ff 3 1 0 0 1bff -3 -1
580 c1e1 6 3ff 3 1 0 0 1bff -3 -1
581 c1e0 6 3ff 3 1 0 0 1bff -3 -1
582 c1df 6 3ff 3 1 0 0 1bff -3 -1
583 c1de 6 3ff 3 1 0 0 1bff -3 -1
584 c1dd 6 3ff 3 1 0 0 1bff -3 -1
585 c1dc 6 3ff 3 1 0 0 1bff -3 -1
586 c1db 6 3ff 3 1 0 0 1bff -3 -1
587 c1da 6 3ff 3 1 0 0 1bff -3 -1
588 c1d9 6 3ff 3 1 0 0 1bff -3 -1
589 c1d8 6 3ff 3 1 0 0 1bff -3 -1
590 c1d7 6 3ff 3 1 0 0 1bff -3 -1
591 c1d6 6 3ff 3 1 0 0 1bff -3 -1
592 c1d5 6 3ff 3 1 0 0 1bff -3 -1
593 c1d4 6 3ff 3 1 0 0 1bff -3 -1
594 c1d3 6 3ff 3 1 0 0 1bff -3 -1
595 c1d2 6 3ff 3 1 0 0 1bff -3 -1
596 c1d1 6 3ff 3 1 0 0 1bff -3 -1
597 c1d0 6 3ff 3 1 0 0 1bff -3 -1
598 c1cf 6 3ff 3 1 0 0 1bff -3 -1
599 c1ce 6 3ff 3 1 0 0 1bff -3 -1
600 c1cd 6 3ff 3 1 0 0 1bff -3 -1
601 c1cc 6 3ff 3 1 0 0 1bff -3 -1
602 c1cb 6 3ff 3 1 0 0 1bff -3 -1
603 c1ca 6 3ff 3 1 0 0 1bff -3 -1
604 c1c9 6 3ff 3 1 0 0 1bff -3 -1
605 c1c8 6 3ff 3 1 0 0 1bff -3 -1
606 c1c7 6 3ff 3 1 0 0 1bff -3 -1
607 c1c6 6 3ff 3 1 0 0 1bff -3 -1
608 c1c5 6 3ff 3 1 0 0 1bff -3 -1
609 c1c4 6 3ff 3 1 0 0 1bff -3 -1
610 c1c3 6 3ff 3 1 0 0 1bff -3 -1
611 c1c2 6 3ff 3 1 0 0 1bff -3 -1
612 c1c1 6 3ff 3 1 0 0 1bff -3 -1
613 c1c0 6 3ff 3 1 0 0 1bff -3 -1
614 c1bf 6 3ff 3 1 0 0 1bff -3 -1
615 c1be 6 3ff 3 1 0 0 1bff -3 -1
616 c1bd 6 3ff 3 1 0 0 1bff -3 -1
617 c1bc 6 3ff 3 1 0 0 1bff -3 -1
618 c1bb 6 3ff 3 1 0 0 1bff -3 -1
619 c1ba 6 3ff 3 1 0 0 1bff -3 -1
620 c1b9 6 3ff 3 1 0 0 1bff -3 -1
621 c1b8 6 3ff 3 1 0 0 1bff -3 -1
622 c1b7 6 3ff 3 1 0 0 1bff -3 -1
623 c1b6 6 3ff 3 1 0 0 1bff -3 -1
624 c1b5 6 3ff 3 1 0 0 1bff -3 -1
625 c1b4 6 3ff 3 1 0 0 1bff -3 -1
626 c1b3 6 3ff 3 1 0 0 1bff -3 -1
627 c1b2 6 3ff 3 1 0 0 1bff -3 -1
628 c1b1 6 3ff 3 1 0 0 1bff -3 -1
629 c1b0 6 3ff 3 1 0 0 1bff -3 -1
630 c1af 6 3ff 3 1 0 0 1bff -3 -1
631 c1ae 6 3ff 3 1 0 0 1bff -3 -1
632 c1ad 6 3ff 3 1 0 0 1bff -3 -1
633 c1ac 6 3ff 3 1 0 0 1bff -3 -1
634 c1ab 6 3ff 3 1 0 0 1bff -3 -1
635 c1aa 6 3ff 3 1 0 0 1bff -3 -1
636 c1a9 6 3ff 3 1 0 0 1bff -3 -1
637 c1a8 6 3ff 3 1 0 0 1bff -3 -1
638 c1a7 6 3ff 3 1 0 0 1bff -3 -1
639 c1a6 6 3ff 3 1 0 0 1bff -3 -1
640 c1a5 6 3ff 3 1 0 0 1bff -3 -1
641 c1a4 6 3ff 3 1 0 0 1bff -3 -1
642 c1a3 6 3ff 3 1 0 0 1bff -3 -1
643 c1a2 6 3ff 3 1 0 0 1bff -3 -1
644 c1a1 6 3ff 3 1 0 0 1bff -3 -1
645 c1a0 6 3ff 3 1 0 0 1bff -3 -1
646 c19f 6 3ff 3 1 0 0 1bff -3 -1
647 c19e 6 3ff 3 1 0 0 1bff -3 -1
648 c19d 6 3ff 3 1 0 0 1bff -3 -1
649 c19c 6 3ff 3 1 0 0 1bff -3 -1
650 c19b 6 3ff 3 1 0 0 1bff -3 -1
651 c19a 6 3ff 3 1 0 0 1bff -3 -1
652 c199 6 3ff 3 1 0 0 1bff -3 -1
653 c198 6 3ff 3 1 0 0 1bff -3 -1
654 c197 6 3ff 3 1 0 0 1bff -3 -1
655 c196 6 3ff 3 1 0 0 1bff -3 -1
656 c195 6 3ff 3 1 0 0 1bff -3 -1
657 c194 6 3ff 3 1 0 0 1bff -3 -1
658 c193 6 3ff 3 1 0 0 1bff -3 -1
659 c192 6 3ff 3 1 0 0 1bff -3 -1
660 c191 6 3ff 3 1 0 0 1bff -3 -1
661 c190 6 3ff 3 1 0 0 1bff -3 -1
662 c18f 6 3ff 3 1 0 0 1bff -3 -1
663 c18e 6 3ff 3 1 0 0 1bff -3 -1
664 c18d 6 3ff 3 1 0 0 1bff -3 -1
665 c18c 6 3ff 3 1 0 0 1bff -3 -1
666 c18b 6 3ff 3 1 0 0 1bff -3 -1
667 c18a 6 3ff 3 1 0 0 1bff -3 -1
668 c189 6 3ff 3 1 0 0 1bff -3 -1
669 c188 6 3ff 3 1 0 0 1bff -3 -1
670 c187 6 3ff 3 1 0 0 1bff -3 -1
671 c186 6 3ff 3 1 0 0 1bff -3 -1
672 c185 6 3ff 3 1 0 0 1bff -3 -1
673 c184 6 3ff 3 1 0 0 1bff -3 -1
674 c183 6 3ff 3 1 0 0 1bff -3 -1
675 c182 6 3ff 3 1 0 0 1bff -3 -1
676 c181 6 3ff 3 1 0 0 1bff -3 -1
677 c180 6 3ff 3 1 0 0 1bff -3 -1
678 c17f 6 3ff 3 1 0 0 1bff -3 -1
679 c17e 6 3ff 3 1 0 0 1bff -3 -1
680 c17d 6 3ff 3 1 0 0 1bff -3 -1
681 c17c 6 3ff 3 1 0 0 1bff -3 -1
682 c17b 6 3ff 3 1 0 0 1bff -3 -1
683 c17a 6 3ff 3 1 0 0 1bff -3 -1
684 c179 6 3ff 3 1 0 0 1bff -3 -1
685 c178 6 3ff 3 1 0 0 1bff -3 -1
686 c177 6 3ff 3 1 0 0 1bff -3 -1
687 c176 6 3ff 3 1 0 0 1bff -3 -1
688 c175 6 3ff 3 1 0 0 1bff -3 -1
689 c174 6 3ff 3 1 0 0 1bff -3 -1
690 c173 6 3ff 3 1 0 0 1bff -3 -1
691 c172 6 3ff 3 1 0 0 1bff -3 -1
692 c171 6 3ff 3 1 0 0 1bff -3 -1
693 c170 6 3ff 3 1 0 0 1bff -3 -1
694 c16f 6 3ff 3 1 0 0 1bff -3 -1
695 c16e 6 3ff 3 1 0 0 1bff -3 -1
696 c16d 6 3ff 3 1 0 0 1bff -3 -1
697 c16c 6 3ff 3 1 0 0 1bff -3 -1
698 c16b 6 3ff 3 1 0 0 1bff -3 -1
699 c16a 6 3ff 3 1 0 0 1bff -3 -1
700 c169 6 3ff 3 1 0 0 1bff -3 -1
701 c168 6 3ff 3 1 0 0 1bff -3 -1
702 c167 6 3ff 3 1 0 0 1bff -3 -1
703 c166 6 3ff 3 1 0 0 1bff -3 -1
704 c165 6 3ff 3 1 0 0 1bff -3 -1
705 c164 6 3ff 3 1 0 0 1bff -3 -1
706 c163 6 3ff 3 1 0 0 1bff -3 -1
707 c162 6 3ff 3 1 0 0 1bff -3 -1
708 c161 6 3ff 3 1 0 0 1bff -3 -1
709 c160 6 3ff 3 1 0 0 1bff -3 -1
710 c15f 6 3ff 3 1 0 0 1bff -3 -1
711 c15e 6 3ff 3 1 0 0 1bff -3 -1
712 c15d 6 3ff 3 1 0 0 1bff -3 -1
713 c15c 6 3ff 3 1 0 0 1bff -3 -1
714 c15b 6 3ff 3 1 0 0 1bff -3 -1
715 c15a 6 3ff 3 1 0 0 1bff -3 -1
716 c159 6 3ff 3 1 0 0 1bff -3 -1
717 c158 6 3ff 3 1 0 0 1bff -3 -1
718 c157 6 3ff 3 1 0 0 1bff -3 -1
719 c156 6 3ff 3 1 0 0 1bff -3 -1
720 c155 6 3ff 3 1 0 0 1bff -3 -1
721 c154 6 3ff 3 1 0 0 1bff -3 -1
722 c153 6 3ff 3 1 0 0 1bff -3 -1
723 c152 6 3ff 3 1 0 0 1bff -3 -1
724 c151 6 3ff 3 1 0 0 1bff -3 -1
725 c150 6 3ff 3 1 0 0 1bff -3 -1
726 c14f 6 3ff 3 1 0 0 1bff -3 -1
727 c14e 6 3ff 3 1 0 0 1bff -3 -1
728 c14d 6 3ff 3 1 0 0 1bff -3 -1
729 c14c 6 3ff 3 1 0 0 1bff -3 -1
730 c14b 6 3ff 3 1 0 0 1bff -3 -1
731 c14a 6 3ff 3 1 0 0 1bff -3 -1
732 c149 6 3ff 3 1 0 0 1bff -3 -1
733 c148 6 3ff 3 1 0 0 1bff -3 -1
734 c147 6 3ff 3 1 0 0 1bff -3 -1
735 c146 6 3ff 3 1 0 0 1bff -3 -1
736 c145 6 3ff 3 1 0 0 1bff -3 -1
737 c144 6 3ff 3 1 0 0 1bff -3 -1
738 c143 6 3ff 3 1 0 0 1bff -3 -1
739 c142 6 3ff 3 1 0 0 1bff -3 -1
740 c141 6 3ff 3 1 0 0 1bff -3 -1
741 c140 6 3ff 3 1 0 0 1bff -3 -1
742 c13f 6 3ff 3 1 0 0 1bff -3 -1
743 c13e 6 3ff 3 1 0 0 1bff -3 -1
744 c13d 6 3ff 3 1 0 0 1bff -3 -1
745 c13c 6 3ff 3 1 0 0 1bff -3 -1
746 c13b 6 3ff 3 1 0 0 1bff -3 -1
747 c13a 6 3ff 3 1 0 0 1bff -3 -1
748 c139 6 3ff 3 1 0 0 1bff -3 -1
749 c138 6 3ff 3 1 0 0 1bff -3 -1
750 c137 6 3ff 3 1 0 0 1bff -3 -1
751 c136 6 3ff 3 1 0 0 1bff -3 -1
752 c135 6 3ff 3 1 0 0 1bff -3 -1
753 c134 6 3ff 3 1 0 0 1bff -3 -1
754 c133 6 3ff 3 1 0 0 1bff -3 -1
755 c132 6 3ff 3 1 0 0 1bff -3 -1
756 c131 6 3ff 3 1 0 0 1bff -3 -1
757 c130 6 3ff 3 1 0 0 1bff -3 -1
758 c12f 6 3ff 3 1 0 0 1bff -3 -1
759 c12e 6 3ff 3 1 0 0 1bff -3 -1
760 c12d 6 3ff 3 1 0 0 1bff -3 -1
761 c12c 6 3ff 3 1 0 0 1bff -3 -1
762 c12b 6 3ff 3 1 0 0 1bff -3 -1
763 c12a 6 3ff 3 1 0 0 1bff -3 -1
764 c129 6 3ff 3 1 0 0 1bff -3 -1
765 c128 6 3ff 3 1 0 0 1bff -3 -1
766 c127 6 3ff 3 1 0 0 1bff -3 -1
767 c126 6 3ff 3 1 0 0 1bff -3 -1
768 c125 6 3ff 3 1 0 0 1bff -3 -1
769 c124 6 3ff 3 1 0 0 1bff -3 -1
770 c123 6 3ff 3 1 0 0 1bff -3 -1
771 c122 6 3ff 3 1 0 0 1bff -3 -1
772 c121 6 3ff 3 1 0 0 1bff -3 -1
773 c120 6 3ff 3 1 0 0 1bff -3 -1
774 c11f 6 3ff 3 1 0 0 1bff -3 -1
775 c11e 6 3ff 3 1 0 0 1bff -3 -1
776 c11d 6 3ff 3 1 0 0 1bff -3 -1
777 c11c 6 3ff 3 1 0 0 1bff -3 -1
778 c11b 6 3ff 3 1 0 0 1bff -3 -1
779 c11a 6 3ff 3 1 0 0 1bff -3 -1
780 c119 6 3ff 3 1 0 0 1bff -3 -1
781 c118 6 3ff 3 1 0 0 1bff -3 -1
782 c117 6 3ff 3 1 0 0 1bff -3 -1
783 c116 6 3ff 3 1 0 0 1bff -3 -1
784 c115 6 3ff 3 1 0 0 1bff -3 -1
785 c114 6 3ff 3 1 0 0 1bff -3 -1
786 c113 6 3ff 3 1 0 0 1bff -3 -1
787 c112 6 3ff 3 1 0 0 1bff -3 -1
788 c111 6 3ff 3 1 0 0 1bff -3 -1
789 c110 6 3ff 3 1 0 0 1bff -3 -1
790 c10f 6 3ff 3 1 0 0 1bff -3 -1
791 c10e 6 3ff 3 1 0 0 1bff -3 -1
792 c10d 6 3ff 3 1 0 0 1bff -3 -1
793 c10c 6 3ff 3 1 0 0 1bff -3 -1
794 c10b 6 3ff 3 1 0 0 1bff -3 -1
795 c10a 6 3ff 3 1 0 0 1bff -3 -1
796 c109 6 3ff 3 1 0 0 1bff -3 -1
797 c108 6 3ff 3 1 0 0 1bff -3 -1
798 c107 6 3ff 3 1 0 0 1bff -3 -1
799 c106 6 3ff 3 1 0 0 1bff -3 -1
800 c105 6 3ff 3 1 0 0 1bff -3 -1
801 c104 6 3ff 3 1 0 0 1bff -3 -1
802 c103 6 3ff 3 1 0 0 1bff -3 -1
803 c102 6 3ff 3 1 0 0 1bff -3 -1
804 c101 6 3ff 3 1 0 0 1bff -3 -1
805 c100 6 3ff 3 1 0 0 1bff -3 -1
806 c0ff 6 3ff 3 1 0 0 1bff -3 -1
807 c0fe 6 3ff 3 1 0 0 1bff -3 -1
808 c0fd 6 3ff 3 1 0 0 1bff -3 -1
809 c0fc 6 3ff 3 1 0 0 1bff -3 -1
810 c0fb 6 3ff 3 1 0 0 1bff -3 -1
811 c0fa 6 3ff 3 1 0 0 1bff -3 -1
812 c0f9 6 3ff 3 1 0 0 1bff -3 -1
813 c0f8 6 3ff 3 1 0 0 1bff -3 -1
814 c0f7 6 3ff 3 1 0 0 1bff -3 -1
815 c0f6 6 3ff 3 1 0 0 1bff -3 -1
816 c0f5 6 3ff 3 1 0 0 1bff -3 -1
817 c0f4 6 3ff 3 1 0 0 1bff -3 -1
818 c0f3 6 3ff 3 1 0 0 1bff -3 -1
819 c0f2 6 3ff 3 1 0 0 1bff -3 -1
820 c0f1 6 3ff 3 1 0 0 1bff -3 -1
821 c0f0 6 3ff 3 1 0 0 1bff -3 -1
822 c0ef 6 3ff 3 1 0 0 1bff -3 -1
823 c0ee 6 3ff 3 1 0 0 1bff -3 -1
824 c0ed 6 3ff 3 1 0 0 1bff -3 -1
825 c0ec 6 3ff 3 1 0 0 1bff -3 -1
826 c0eb 6 3ff 3 1 0 0 1bff -3 -1
827 c0ea 6 3ff 3 1 0 0 1bff -3 -1
828 c0e9 6 3ff 3 1 0 0 1bff -3 -1
829 c0e8 6 3ff 3 1 0 0 1bff -3 -1
830 c0e7 6 3ff 3 1 0 0 1bff -3 -1
831 c0e6 6 3ff 3 1 0 0 1bff -3 -1
832 c0e5 6 3ff 3 1 0 0 1bff -3 -1
833 c0e4 6 3ff 3 1 0 0 1bff -3 -1
834 c0e3 6 3ff 3 1 0 0 1bff -3 -1
835 c0e2 6 3ff 3 1 0 0 1bff -3 -1
836 c0e1 6 3ff 3 1 0 0 1bff -3 -1
837 c0e0 6 3ff 3 1 0 0 1bff -3 -1
838 c0df 6 3ff 3 1 0 0 1bff -3 -1
839 c0de 6 3ff 3 1 0 0 1bff -3 -1
840 c0dd 6 3ff 3 1 0 0 1bff -3 -1
841 c0dc 6 3ff 3 1 0 0 1bff -3 -1
842 c0db 6 3ff 3 1 0 0 1bff -3 -1
843 c0da 6 3ff 3 1 0 0 1bff -3 -1
844 c0d9 6 3ff 3 1 0 0 1bff -3 -1
845 c0d8 6 3ff 3 1 0 0 1bff -3 -1
846 c0d7 6 3ff 3 1 0 0 1bff -3 -1
847 c0d6 6 3ff 3 1 0 0 1bff -3 -1
848 c0d5 6 3ff 3 1 0 0 1bff -3 -1
849 c0d4 6 3ff 3 1 0 0 1bff -3 -1
850 c0d3 6 3ff 3 1 0 0 1bff -3 -1
851 c0d2 6 3ff 3 1 0 0 1bff -3 -1
852 c0d1 6 3ff 3 1 0 0 1bff -3 -1
853 c0d0 6 3ff 3 1 0 0 1bff -3 -1
854 c0cf 6 3ff 3 1 0 0 1bff -3 -1
855 c0ce 6 3ff 3 1 0 0 1bff -3 -1
856 c0cd 6 3ff 3 1 0 0 1bff -3 -1
857 c0cc 6 3ff 3 1 0 0 1bff -3 -1
858 c0cb 6 3ff 3 1 0 0 1bff -3 -1
859 c0ca 6 3ff 3 1 0 0 1bff -3 -1
860 c0c9 6 3ff 3 1 0 0 1bff -3 -1
861 c0c8 6 3ff 3 1 0 0 1bff -3 -1
862 c0c7 6 3ff 3 1 0 0 1bff -3 -1
863 c0c6 6 3ff 3 1 0 0 1bff -3 -1
864 c0c5 6 3ff 3 1 0 0 1bff -3 -1
865 c0c4 6 3ff 3 1 0 0 1bff -3 -1
866 c0c3 6 3ff 3 1 0 0 1bff -3 -1
867 c0c2 6 3ff 3 1 0 0 1bff -3 -1
868 c0c1 6 3ff 3 1 0 0 1bff -3 -1
869 c0c0 6 3ff 3 1 0 0 1bff -3 -1
870 c0bf 6 3ff 3 1 0 0 1bff -3 -1
871 c0be 6 3ff 3 1 0 0 1bff -3 -1
872 c0bd 6 3ff 3 1 0 0 1bff -3 -1
873 c0bc 6 3ff 3 1 0 0 1bff -3 -1
874 c0bb 6 3ff 3 1 0 0 1bff -3 -1
875 c0ba 6 3ff 3 1 0 0 1bff -3 -1
876 c0b9 6 3ff 3 1 0 0 1bff -3 -1
877 c0b8 6 3ff 3 1 0 0 1bff -3 -1
878 c0b7 6 3ff 3 1 0 0 1bff -3 -1
879 c0b6 6 3ff 3 1 0 0 1bff -3 -1
880 c0b5 6 3ff 3 1 0 0 1bff -3 -1
881 c0b4 6 3ff 3 1 0 0 1bff -3 -1
882 c0b3 6 3ff 3 1 0 0 1bff -3 -1
883 c0b2 6 3ff 3 1 0 0 1bff -3 -1
884 c0b1 6 3ff 3 1 0 0 1bff -3 -1
885 c0b0 6 3ff 3 1 0 0 1bff -3 -1
886 c0af 6 3ff 3 1 0 0 1bff -3 -1
887 c0ae 6 3ff 3 1 0 0 1bff -3 -1
888 c0ad 6 3ff 3 1 0 0 1bff -3 -1
889 c0ac 6 3ff 3 1 0 0 1bff -3 -1
890 c0ab 6 3ff 3 1 0 0 1bff -3 -1
891 c0aa 6 3ff 3 1 0 0 1bff -3 -1
892 c0a9 6 3ff 3 1 0 0 1bff -3 -1
893 c0a8 6 3ff 3 1 0 0 1bff -3 -1
894 c0a7 6 3ff 3 1 0 0 1bff -3 -1
895 c0a6 6 3ff 3 1 0 0 1bff -3 -1
896 c0a5 6 3ff 3 1 0 0 1bff -3 -1
897 c0a4 6 3ff 3 1 0 0 1bff -3 -1
898 c0a3 6 3ff 3 1 0 0 1bff -3 -1
899 c0a2 6 3ff 3 1 0 0 1bff -3 -1
900 c0a1 6 3ff 3 1 0 0 1bff -3 -1
901 c0a0 6 3ff 3 1 0 0 1bff -3 -1
902 c09f 6 3ff 3 1 0 0 1bff -3 -1
903 c09e 6 3ff 3 1 0 0 1bff -3 -1
904 c09d 6 3ff 3 1 0 0 1bff -3 -1
905 c09c 6 3ff 3 1 0 0 1bff -3 -1
906 c09b 6 3ff 3 1 0 0 1bff -3 -1
907 c09a 6 3ff 3 1 0 0 1bff -3 -1
908 c099 6 3ff 3 1 0 0 1bff -3 -1
909 c098 6 3ff 3 1 0 0 1bff -3 -1
910 c097 6 3ff 3 1 0 0 1bff -3 -1
911 c096 6 3ff 3 1 0 0 1bff -3 -1
912 c095 6 3ff 3 1 0 0 1bff -3 -1
913 c094 6 3ff 3 1 0 0 1bff -3 -1
914 c093 6 3ff 3 1 0 0 1bff -3 -1
915 c092 6 3ff 3 1 0 0 1bff -3 -1
916 c091 6 3ff 3 1 0 0 1bff -3 -1
917 c090 6 3ff 3 1 0 0 1bff -3 -1
918 c08f 6 3ff 3 1 0 0 1bff -3 -1
919 c08e 6 3ff 3 1 0 0 1bff -3 -1
920 c08d 6 3ff 3 1 0 0 1bff -3 -1
921 c08c 6 3ff 3 1 0 0 1bff -3 -1
922 c08b 6 3ff 3 1 0 0 1bff -3 -1
923 c08a 6 3ff 3 1 0 0 1bff -3 -1
924 c089 6 3ff 3 1 0 0 1bff -3 -1
925 c088 6 3ff 3 1 0 0 1bff -3 -1
926 c087 6 3ff 3 1 0 0 1bff -3 -1
927 c086 6 3ff 3 1 0 0 1bff -3 -1
928 c085 6 3ff 3 1 0 0 1bff -3 -1
929 c084 6 3ff 3 1 0 0 1bff -3 -1
930 c083 6 3ff 3 1 0 0 1bff -3 -1
931 c082 6 3ff 3 1 0 0 1bff -3 -1
932 c081 6 3ff 3 1 0 0 1bff -3 -1
933 c080 6 3ff 3 1 0 0 1bff -3 -1
934 c07f 6 3ff 3 1 0 0 1bff -3 -1
935 c07e 6 3ff 3 1 0 0 1bff -3 -1
936 c07d 6 3ff 3 1 0 0 1bff -3 -1
937 c07c 6 3ff 3 1 0 0 1bff -3 -1
938 c07b 6 3ff 3 1 0 0 1bff -3 -1
939 c07a 6 3ff 3 1 0 0 1bff -3 -1
940 c079 6 3ff 3 1 0 0 1bff -3 -1
941 c078 6 3ff 3 1 0 0 1bff -3 -1
942 c077 6 3ff 3 1 0 0 1bff -3 -1
943 c076 6 3ff 3 1 0 0 1bff -3 -1
944 c075 6 3ff 3 1 0 0 1bff -3 -1
945 c074 6 3ff 3 1 0 0 1bff -3 -1
946 c073 6 3ff 3 1 0 0 1bff -3 -1
947 c072 6 3ff 3 1 0 0 1bff -3 -1
948 c071 6 3ff 3 1 0 0 1bff -3 -1
949 c070 6 3ff 3 1 0 0 1bff -3 -1
950 c06f 6 3ff 3 1 0 0 1bff -3 -1
951 c06e 6 3ff 3 1 0 0 1bff -3 -1
952 c06d 6 3ff 3 1 0 0 1bff -3 -1
953 c06c 6 3ff 3 1 0 0 1bff -3 -1
954 c06b 6 3ff 3 1 0 0 1bff -3 -1
955 c06a 6 3ff 3 1 0 0 1bff -3 -1
956 c069 6 3ff 3 1 0 0 1bff -3 -1
957 c068 6 3ff 3 1 0 0 1bff -3 -1
