# t MDEC_CT MIXS2 a state off enabled CA FEGv low band
455 c25e 0 3ff 3 1 0 0 1bff 0 0
456 c25d 0 3ff 3 1 0 0 1bff 0 0
457 c25c 0 3ff 3 1 0 0 1bff 0 0
458 c25b 0 3ff 3 1 0 0 1bff 0 0
459 c25a 0 3ff 3 1 0 0 1bff 0 0
460 c259 0 3ff 3 1 0 0 1bff 0 0
461 c258 0 3ff 3 1 0 0 1bff 0 0
462 c257 0 3ff 3 1 0 0 1bff 0 0
463 c256 0 3ff 3 1 0 0 1bff 0 0
464 c255 0 3ff 3 1 0 0 1bff 0 0
465 c254 0 3ff 3 1 0 0 1bff 0 0
466 c253 0 3ff 3 1 0 0 1bff 0 0
467 c252 0 3ff 3 1 0 0 1bff 0 0
468 c251 0 3ff 3 1 0 0 1bff 0 0
469 c250 0 3ff 3 1 0 0 1bff 0 0
470 c24f 0 3ff 3 1 0 0 1bff 0 0
471 c24e 0 3ff 3 1 0 0 1bff 0 0
472 c24d 0 3ff 3 1 0 0 1bff 0 0
473 c24c 0 3ff 3 1 0 0 1bff 0 0
474 c24b 0 3ff 3 1 0 0 1bff 0 0
475 c24a 0 3ff 3 1 0 0 1bff 0 0
476 c249 0 3ff 3 1 0 0 1bff 0 0
477 c248 0 3ff 3 1 0 0 1bff 0 0
478 c247 0 3ff 3 1 0 0 1bff 0 0
479 c246 0 3ff 3 1 0 0 1bff 0 0
480 c245 0 3ff 3 1 0 0 1bff 0 0
481 c244 0 3ff 3 1 0 0 1bff 0 0
482 c243 0 3ff 3 1 0 0 1bff 0 0
483 c242 0 3ff 3 1 0 0 1bff 0 0
484 c241 0 3ff 3 1 0 0 1bff 0 0
485 c240 0 3ff 3 1 0 0 1bff 0 0
486 c23f 0 3ff 3 1 0 0 1bff 0 0
487 c23e 0 3ff 3 1 0 0 1bff 0 0
488 c23d 0 3ff 3 1 0 0 1bff 0 0
489 c23c 0 3ff 3 1 0 0 1bff 0 0
490 c23b 0 3ff 3 1 0 0 1bff 0 0
491 c23a 0 3ff 3 1 0 0 1bff 0 0
492 c239 0 3ff 3 1 0 0 1bff 0 0
493 c238 0 3ff 3 1 0 0 1bff 0 0
494 c237 0 3ff 3 1 0 0 1bff 0 0
495 c236 0 3ff 3 1 0 0 1bff 0 0
496 c235 0 3ff 3 1 0 0 1bff 0 0
497 c234 0 3ff 3 1 0 0 1bff 0 0
498 c233 0 3ff 3 1 0 0 1bff 0 0
499 c232 0 3ff 3 1 0 0 1bff 0 0
500 c231 0 3ff 3 1 0 0 1bff 0 0
501 c230 0 3ff 3 1 0 0 1bff 0 0
502 c22f 0 3ff 3 1 0 0 1bff 0 0
503 c22e 0 3ff 3 1 0 0 1bff 0 0
504 c22d 0 3ff 3 1 0 0 1bff 0 0
505 c22c 0 3ff 3 1 0 0 1bff 0 0
506 c22b 0 3ff 3 1 0 0 1bff 0 0
507 c22a 0 3ff 3 1 0 0 1bff 0 0
508 c229 0 3ff 3 1 0 0 1bff 0 0
509 c228 0 3ff 3 1 0 0 1bff 0 0
510 c227 0 3ff 3 1 0 0 1bff 0 0
511 c226 0 3ff 3 1 0 0 1bff 0 0
512 c225 0 3ff 3 1 0 0 1bff 0 0
513 c224 0 3ff 3 1 0 0 1bff 0 0
514 c223 0 3ff 3 1 0 0 1bff 0 0
515 c222 0 3ff 3 1 0 0 1bff 0 0
516 c221 0 3ff 3 1 0 0 1bff 0 0
517 c220 0 3ff 3 1 0 0 1bff 0 0
518 c21f 0 3ff 3 1 0 0 1bff 0 0
519 c21e 0 3ff 3 1 0 0 1bff 0 0
520 c21d 0 3ff 3 1 0 0 1bff 0 0
521 c21c 0 3ff 3 1 0 0 1bff 0 0
522 c21b 0 3ff 3 1 0 0 1bff 0 0
523 c21a 0 3ff 3 1 0 0 1bff 0 0
524 c219 0 3ff 3 1 0 0 1bff 0 0
525 c218 0 3ff 3 1 0 0 1bff 0 0
526 c217 0 3ff 3 1 0 0 1bff 0 0
527 c216 0 3ff 3 1 0 0 1bff 0 0
528 c215 0 3ff 3 1 0 0 1bff 0 0
529 c214 0 3ff 3 1 0 0 1bff 0 0
530 c213 0 3ff 3 1 0 0 1bff 0 0
531 c212 0 3ff 3 1 0 0 1bff 0 0
532 c211 0 3ff 3 1 0 0 1bff 0 0
533 c210 0 3ff 3 1 0 0 1bff 0 0
534 c20f 0 3ff 3 1 0 0 1bff 0 0
535 c20e 0 3ff 3 1 0 0 1bff 0 0
536 c20d 0 3ff 3 1 0 0 1bff 0 0
537 c20c 0 3ff 3 1 0 0 1bff 0 0
538 c20b 0 3ff 3 1 0 0 1bff 0 0
539 c20a 0 3ff 3 1 0 0 1bff 0 0
540 c209 0 3ff 3 1 0 0 1bff 0 0
541 c208 0 3ff 3 1 0 0 1bff 0 0
542 c207 0 3ff 3 1 0 0 1bff 0 0
543 c206 0 3ff 3 1 0 0 1bff 0 0
544 c205 0 3ff 3 1 0 0 1bff 0 0
545 c204 0 3ff 3 1 0 0 1bff 0 0
546 c203 0 3ff 3 1 0 0 1bff 0 0
547 c202 0 3ff 3 1 0 0 1bff 0 0
548 c201 0 3ff 3 1 0 0 1bff 0 0
549 c200 0 3ff 3 1 0 0 1bff 0 0
550 c1ff 0 3ff 3 1 0 0 1bff 0 0
551 c1fe 0 3ff 3 1 0 0 1bff 0 0
552 c1fd 0 3ff 3 1 0 0 1bff 0 0
553 c1fc 0 3ff 3 1 0 0 1bff 0 0
554 c1fb 0 3ff 3 1 0 0 1bff 0 0
555 c1fa 0 3ff 3 1 0 0 1bff 0 0
556 c1f9 0 3ff 3 1 0 0 1bff 0 0
557 c1f8 0 3ff 3 1 0 0 1bff 0 0
558 c1f7 0 3ff 3 1 0 0 1bff 0 0
559 c1f6 0 3ff 3 1 0 0 1bff 0 0
560 c1f5 0 3ff 3 1 0 0 1bff 0 0
561 c1f4 0 3ff 3 1 0 0 1bff 0 0
562 c1f3 0 3ff 3 1 0 0 1bff 0 0
563 c1f2 0 3ff 3 1 0 0 1bff 0 0
564 c1f1 0 3ff 3 1 0 0 1bff 0 0
565 c1f0 0 3ff 3 1 0 0 1bff 0 0
566 c1ef 0 3ff 3 1 0 0 1bff 0 0
567 c1ee 0 3ff 3 1 0 0 1bff 0 0
568 c1ed 0 3ff 3 1 0 0 1bff 0 0
569 c1ec 0 3ff 3 1 0 0 1bff 0 0
570 c1eb 0 3ff 3 1 0 0 1bff 0 0
571 c1ea 0 3ff 3 1 0 0 1bff 0 0
572 c1e9 0 3ff 3 1 0 0 1bff 0 0
573 c1e8 0 3ff 3 1 0 0 1bff 0 0
574 c1e7 0 3ff 3 1 0 0 1bff 0 0
575 c1e6 0 3ff 3 1 0 0 1bff 0 0
576 c1e5 0 3ff 3 1 0 0 1bff 0 0
577 c1e4 0 3ff 3 1 0 0 1bff 0 0
578 c1e3 0 3ff 3 1 0 0 1bff 0 0
579 c1e2 0 3ff 3 1 0 0 1bff 0 0
580 c1e1 0 3ff 3 1 0 0 1bff 0 0
581 c1e0 0 3ff 3 1 0 0 1bff 0 0
582 c1df 0 3ff 3 1 0 0 1bff 0 0
583 c1de 0 3ff 3 1 0 0 1bff 0 0
584 c1dd 0 3ff 3 1 0 0 1bff 0 0
585 c1dc 0 3ff 3 1 0 0 1bff 0 0
586 c1db 0 3ff 3 1 0 0 1bff 0 0
587 c1da 0 3ff 3 1 0 0 1bff 0 0
588 c1d9 0 3ff 3 1 0 0 1bff 0 0
589 c1d8 0 3ff 3 1 0 0 1bff 0 0
590 c1d7 0 3ff 3 1 0 0 1bff 0 0
591 c1d6 0 3ff 3 1 0 0 1bff 0 0
592 c1d5 0 3ff 3 1 0 0 1bff 0 0
593 c1d4 0 3ff 3 1 0 0 1bff 0 0
594 c1d3 0 3ff 3 1 0 0 1bff 0 0
595 c1d2 0 3ff 3 1 0 0 1bff 0 0
596 c1d1 0 3ff 3 1 0 0 1bff 0 0
597 c1d0 0 3ff 3 1 0 0 1bff 0 0
598 c1cf 0 3ff 3 1 0 0 1bff 0 0
599 c1ce 0 3ff 3 1 0 0 1bff 0 0
600 c1cd 0 3ff 3 1 0 0 1bff 0 0
601 c1cc 0 3ff 3 1 0 0 1bff 0 0
602 c1cb 0 3ff 3 1 0 0 1bff 0 0
603 c1ca 0 3ff 3 1 0 0 1bff 0 0
604 c1c9 0 3ff 3 1 0 0 1bff 0 0
605 c1c8 0 3ff 3 1 0 0 1bff 0 0
606 c1c7 0 3ff 3 1 0 0 1bff 0 0
607 c1c6 0 3ff 3 1 0 0 1bff 0 0
608 c1c5 0 3ff 3 1 0 0 1bff 0 0
609 c1c4 0 3ff 3 1 0 0 1bff 0 0
610 c1c3 0 3ff 3 1 0 0 1bff 0 0
611 c1c2 0 3ff 3 1 0 0 1bff 0 0
612 c1c1 0 3ff 3 1 0 0 1bff 0 0
613 c1c0 0 3ff 3 1 0 0 1bff 0 0
614 c1bf 0 3ff 3 1 0 0 1bff 0 0
615 c1be 0 3ff 3 1 0 0 1bff 0 0
616 c1bd 0 3ff 3 1 0 0 1bff 0 0
617 c1bc 0 3ff 3 1 0 0 1bff 0 0
618 c1bb 0 3ff 3 1 0 0 1bff 0 0
619 c1ba 0 3ff 3 1 0 0 1bff 0 0
620 c1b9 0 3ff 3 1 0 0 1bff 0 0
621 c1b8 0 3ff 3 1 0 0 1bff 0 0
622 c1b7 0 3ff 3 1 0 0 1bff 0 0
623 c1b6 0 3ff 3 1 0 0 1bff 0 0
624 c1b5 0 3ff 3 1 0 0 1bff 0 0
625 c1b4 0 3ff 3 1 0 0 1bff 0 0
626 c1b3 0 3ff 3 1 0 0 1bff 0 0
627 c1b2 0 3ff 3 1 0 0 1bff 0 0
628 c1b1 0 3ff 3 1 0 0 1bff 0 0
629 c1b0 0 3ff 3 1 0 0 1bff 0 0
630 c1af 0 3ff 3 1 0 0 1bff 0 0
631 c1ae 0 3ff 3 1 0 0 1bff 0 0
632 c1ad 0 3ff 3 1 0 0 1bff 0 0
633 c1ac 0 3ff 3 1 0 0 1bff 0 0
634 c1ab 0 3ff 3 1 0 0 1bff 0 0
635 c1aa 0 3ff 3 1 0 0 1bff 0 0
636 c1a9 0 3ff 3 1 0 0 1bff 0 0
637 c1a8 0 3ff 3 1 0 0 1bff 0 0
638 c1a7 0 3ff 3 1 0 0 1bff 0 0
639 c1a6 0 3ff 3 1 0 0 1bff 0 0
640 c1a5 0 3ff 3 1 0 0 1bff 0 0
641 c1a4 0 3ff 3 1 0 0 1bff 0 0
642 c1a3 0 3ff 3 1 0 0 1bff 0 0
643 c1a2 0 3ff 3 1 0 0 1bff 0 0
644 c1a1 0 3ff 3 1 0 0 1bff 0 0
645 c1a0 0 3ff 3 1 0 0 1bff 0 0
646 c19f 0 3ff 3 1 0 0 1bff 0 0
647 c19e 0 3ff 3 1 0 0 1bff 0 0
648 c19d 0 3ff 3 1 0 0 1bff 0 0
649 c19c 0 3ff 3 1 0 0 1bff 0 0
650 c19b 0 3ff 3 1 0 0 1bff 0 0
651 c19a 0 3ff 3 1 0 0 1bff 0 0
652 c199 0 3ff 3 1 0 0 1bff 0 0
653 c198 0 3ff 3 1 0 0 1bff 0 0
654 c197 0 3ff 3 1 0 0 1bff 0 0
655 c196 0 3ff 3 1 0 0 1bff 0 0
656 c195 0 3ff 3 1 0 0 1bff 0 0
657 c194 0 3ff 3 1 0 0 1bff 0 0
658 c193 0 3ff 3 1 0 0 1bff 0 0
659 c192 0 3ff 3 1 0 0 1bff 0 0
660 c191 0 3ff 3 1 0 0 1bff 0 0
661 c190 0 3ff 3 1 0 0 1bff 0 0
662 c18f 0 3ff 3 1 0 0 1bff 0 0
663 c18e 0 3ff 3 1 0 0 1bff 0 0
664 c18d 0 3ff 3 1 0 0 1bff 0 0
665 c18c 0 3ff 3 1 0 0 1bff 0 0
666 c18b 0 3ff 3 1 0 0 1bff 0 0
667 c18a 0 3ff 3 1 0 0 1bff 0 0
668 c189 0 3ff 3 1 0 0 1bff 0 0
669 c188 0 3ff 3 1 0 0 1bff 0 0
670 c187 0 3ff 3 1 0 0 1bff 0 0
671 c186 0 3ff 3 1 0 0 1bff 0 0
672 c185 0 3ff 3 1 0 0 1bff 0 0
673 c184 0 3ff 3 1 0 0 1bff 0 0
674 c183 0 3ff 3 1 0 0 1bff 0 0
675 c182 0 3ff 3 1 0 0 1bff 0 0
676 c181 0 3ff 3 1 0 0 1bff 0 0
677 c180 0 3ff 3 1 0 0 1bff 0 0
678 c17f 0 3ff 3 1 0 0 1bff 0 0
679 c17e 0 3ff 3 1 0 0 1bff 0 0
680 c17d 0 3ff 3 1 0 0 1bff 0 0
681 c17c 0 3ff 3 1 0 0 1bff 0 0
682 c17b 0 3ff 3 1 0 0 1bff 0 0
683 c17a 0 3ff 3 1 0 0 1bff 0 0
684 c179 0 3ff 3 1 0 0 1bff 0 0
685 c178 0 3ff 3 1 0 0 1bff 0 0
686 c177 0 3ff 3 1 0 0 1bff 0 0
687 c176 0 3ff 3 1 0 0 1bff 0 0
688 c175 0 3ff 3 1 0 0 1bff 0 0
689 c174 0 3ff 3 1 0 0 1bff 0 0
690 c173 0 3ff 3 1 0 0 1bff 0 0
691 c172 0 3ff 3 1 0 0 1bff 0 0
692 c171 0 3ff 3 1 0 0 1bff 0 0
693 c170 0 3ff 3 1 0 0 1bff 0 0
694 c16f 0 3ff 3 1 0 0 1bff 0 0
695 c16e 0 3ff 3 1 0 0 1bff 0 0
696 c16d 0 3ff 3 1 0 0 1bff 0 0
697 c16c 0 3ff 3 1 0 0 1bff 0 0
698 c16b 0 3ff 3 1 0 0 1bff 0 0
699 c16a 0 3ff 3 1 0 0 1bff 0 0
700 c169 0 3ff 3 1 0 0 1bff 0 0
701 c168 0 3ff 3 1 0 0 1bff 0 0
702 c167 0 3ff 3 1 0 0 1bff 0 0
703 c166 0 3ff 3 1 0 0 1bff 0 0
704 c165 0 3ff 3 1 0 0 1bff 0 0
705 c164 0 3ff 3 1 0 0 1bff 0 0
706 c163 0 3ff 3 1 0 0 1bff 0 0
707 c162 0 3ff 3 1 0 0 1bff 0 0
708 c161 0 3ff 3 1 0 0 1bff 0 0
709 c160 0 3ff 3 1 0 0 1bff 0 0
710 c15f 0 3ff 3 1 0 0 1bff 0 0
711 c15e 0 3ff 3 1 0 0 1bff 0 0
712 c15d 0 3ff 3 1 0 0 1bff 0 0
713 c15c 0 3ff 3 1 0 0 1bff 0 0
714 c15b 0 3ff 3 1 0 0 1bff 0 0
715 c15a 0 3ff 3 1 0 0 1bff 0 0
716 c159 0 3ff 3 1 0 0 1bff 0 0
717 c158 0 3ff 3 1 0 0 1bff 0 0
718 c157 0 3ff 3 1 0 0 1bff 0 0
719 c156 0 3ff 3 1 0 0 1bff 0 0
720 c155 0 3ff 3 1 0 0 1bff 0 0
721 c154 0 3ff 3 1 0 0 1bff 0 0
722 c153 0 3ff 3 1 0 0 1bff 0 0
723 c152 0 3ff 3 1 0 0 1bff 0 0
724 c151 0 3ff 3 1 0 0 1bff 0 0
725 c150 0 3ff 3 1 0 0 1bff 0 0
726 c14f 0 3ff 3 1 0 0 1bff 0 0
727 c14e 0 3ff 3 1 0 0 1bff 0 0
728 c14d 0 3ff 3 1 0 0 1bff 0 0
729 c14c 0 3ff 3 1 0 0 1bff 0 0
730 c14b 0 3ff 3 1 0 0 1bff 0 0
731 c14a 0 3ff 3 1 0 0 1bff 0 0
732 c149 0 3ff 3 1 0 0 1bff 0 0
733 c148 0 3ff 3 1 0 0 1bff 0 0
734 c147 0 3ff 3 1 0 0 1bff 0 0
735 c146 0 3ff 3 1 0 0 1bff 0 0
736 c145 0 3ff 3 1 0 0 1bff 0 0
737 c144 0 3ff 3 1 0 0 1bff 0 0
738 c143 0 3ff 3 1 0 0 1bff 0 0
739 c142 0 3ff 3 1 0 0 1bff 0 0
740 c141 0 3ff 3 1 0 0 1bff 0 0
741 c140 0 3ff 3 1 0 0 1bff 0 0
742 c13f 0 3ff 3 1 0 0 1bff 0 0
743 c13e 0 3ff 3 1 0 0 1bff 0 0
744 c13d 0 3ff 3 1 0 0 1bff 0 0
745 c13c 0 3ff 3 1 0 0 1bff 0 0
746 c13b 0 3ff 3 1 0 0 1bff 0 0
747 c13a 0 3ff 3 1 0 0 1bff 0 0
748 c139 0 3ff 3 1 0 0 1bff 0 0
749 c138 0 3ff 3 1 0 0 1bff 0 0
750 c137 0 3ff 3 1 0 0 1bff 0 0
751 c136 0 3ff 3 1 0 0 1bff 0 0
752 c135 0 3ff 3 1 0 0 1bff 0 0
753 c134 0 3ff 3 1 0 0 1bff 0 0
754 c133 0 3ff 3 1 0 0 1bff 0 0
755 c132 0 3ff 3 1 0 0 1bff 0 0
756 c131 0 3ff 3 1 0 0 1bff 0 0
757 c130 0 3ff 3 1 0 0 1bff 0 0
758 c12f 0 3ff 3 1 0 0 1bff 0 0
759 c12e 0 3ff 3 1 0 0 1bff 0 0
760 c12d 0 3ff 3 1 0 0 1bff 0 0
761 c12c 0 3ff 3 1 0 0 1bff 0 0
762 c12b 0 3ff 3 1 0 0 1bff 0 0
763 c12a 0 3ff 3 1 0 0 1bff 0 0
764 c129 0 3ff 3 1 0 0 1bff 0 0
765 c128 0 3ff 3 1 0 0 1bff 0 0
766 c127 0 3ff 3 1 0 0 1bff 0 0
767 c126 0 3ff 3 1 0 0 1bff 0 0
768 c125 0 3ff 3 1 0 0 1bff 0 0
769 c124 0 3ff 3 1 0 0 1bff 0 0
770 c123 0 3ff 3 1 0 0 1bff 0 0
771 c122 0 3ff 3 1 0 0 1bff 0 0
772 c121 0 3ff 3 1 0 0 1bff 0 0
773 c120 0 3ff 3 1 0 0 1bff 0 0
774 c11f 0 3ff 3 1 0 0 1bff 0 0
775 c11e 0 3ff 3 1 0 0 1bff 0 0
776 c11d 0 3ff 3 1 0 0 1bff 0 0
777 c11c 0 3ff 3 1 0 0 1bff 0 0
778 c11b 0 3ff 3 1 0 0 1bff 0 0
779 c11a 0 3ff 3 1 0 0 1bff 0 0
780 c119 0 3ff 3 1 0 0 1bff 0 0
781 c118 0 3ff 3 1 0 0 1bff 0 0
782 c117 0 3ff 3 1 0 0 1bff 0 0
783 c116 0 3ff 3 1 0 0 1bff 0 0
784 c115 0 3ff 3 1 0 0 1bff 0 0
785 c114 0 3ff 3 1 0 0 1bff 0 0
786 c113 0 3ff 3 1 0 0 1bff 0 0
787 c112 0 3ff 3 1 0 0 1bff 0 0
788 c111 0 3ff 3 1 0 0 1bff 0 0
789 c110 0 3ff 3 1 0 0 1bff 0 0
790 c10f 0 3ff 3 1 0 0 1bff 0 0
791 c10e 0 3ff 3 1 0 0 1bff 0 0
792 c10d 0 3ff 3 1 0 0 1bff 0 0
793 c10c 0 3ff 3 1 0 0 1bff 0 0
794 c10b 0 3ff 3 1 0 0 1bff 0 0
795 c10a 0 3ff 3 1 0 0 1bff 0 0
796 c109 0 3ff 3 1 0 0 1bff 0 0
797 c108 0 3ff 3 1 0 0 1bff 0 0
798 c107 0 3ff 3 1 0 0 1bff 0 0
799 c106 0 3ff 3 1 0 0 1bff 0 0
800 c105 0 3ff 3 1 0 0 1bff 0 0
801 c104 0 3ff 3 1 0 0 1bff 0 0
802 c103 0 3ff 3 1 0 0 1bff 0 0
803 c102 0 3ff 3 1 0 0 1bff 0 0
804 c101 0 3ff 3 1 0 0 1bff 0 0
805 c100 0 3ff 3 1 0 0 1bff 0 0
806 c0ff 0 3ff 3 1 0 0 1bff 0 0
807 c0fe 0 3ff 3 1 0 0 1bff 0 0
808 c0fd 0 3ff 3 1 0 0 1bff 0 0
809 c0fc 0 3ff 3 1 0 0 1bff 0 0
810 c0fb 0 3ff 3 1 0 0 1bff 0 0
811 c0fa 0 3ff 3 1 0 0 1bff 0 0
812 c0f9 0 3ff 3 1 0 0 1bff 0 0
813 c0f8 0 3ff 3 1 0 0 1bff 0 0
814 c0f7 0 3ff 3 1 0 0 1bff 0 0
815 c0f6 0 3ff 3 1 0 0 1bff 0 0
816 c0f5 0 3ff 3 1 0 0 1bff 0 0
817 c0f4 0 3ff 3 1 0 0 1bff 0 0
818 c0f3 0 3ff 3 1 0 0 1bff 0 0
819 c0f2 0 3ff 3 1 0 0 1bff 0 0
820 c0f1 0 3ff 3 1 0 0 1bff 0 0
821 c0f0 0 3ff 3 1 0 0 1bff 0 0
822 c0ef 0 3ff 3 1 0 0 1bff 0 0
823 c0ee 0 3ff 3 1 0 0 1bff 0 0
824 c0ed 0 3ff 3 1 0 0 1bff 0 0
825 c0ec 0 3ff 3 1 0 0 1bff 0 0
826 c0eb 0 3ff 3 1 0 0 1bff 0 0
827 c0ea 0 3ff 3 1 0 0 1bff 0 0
828 c0e9 0 3ff 3 1 0 0 1bff 0 0
829 c0e8 0 3ff 3 1 0 0 1bff 0 0
830 c0e7 0 3ff 3 1 0 0 1bff 0 0
831 c0e6 0 3ff 3 1 0 0 1bff 0 0
832 c0e5 0 3ff 3 1 0 0 1bff 0 0
833 c0e4 0 3ff 3 1 0 0 1bff 0 0
834 c0e3 0 3ff 3 1 0 0 1bff 0 0
835 c0e2 0 3ff 3 1 0 0 1bff 0 0
836 c0e1 0 3ff 3 1 0 0 1bff 0 0
837 c0e0 0 3ff 3 1 0 0 1bff 0 0
838 c0df 0 3ff 3 1 0 0 1bff 0 0
839 c0de 0 3ff 3 1 0 0 1bff 0 0
840 c0dd 0 3ff 3 1 0 0 1bff 0 0
841 c0dc 0 3ff 3 1 0 0 1bff 0 0
842 c0db 0 3ff 3 1 0 0 1bff 0 0
843 c0da 0 3ff 3 1 0 0 1bff 0 0
844 c0d9 0 3ff 3 1 0 0 1bff 0 0
845 c0d8 0 3ff 3 1 0 0 1bff 0 0
846 c0d7 0 3ff 3 1 0 0 1bff 0 0
847 c0d6 0 3ff 3 1 0 0 1bff 0 0
848 c0d5 0 3ff 3 1 0 0 1bff 0 0
849 c0d4 0 3ff 3 1 0 0 1bff 0 0
850 c0d3 0 3ff 3 1 0 0 1bff 0 0
851 c0d2 0 3ff 3 1 0 0 1bff 0 0
852 c0d1 0 3ff 3 1 0 0 1bff 0 0
853 c0d0 0 3ff 3 1 0 0 1bff 0 0
854 c0cf 0 3ff 3 1 0 0 1bff 0 0
855 c0ce 0 3ff 3 1 0 0 1bff 0 0
856 c0cd 0 3ff 3 1 0 0 1bff 0 0
857 c0cc 0 3ff 3 1 0 0 1bff 0 0
858 c0cb 0 3ff 3 1 0 0 1bff 0 0
859 c0ca 0 3ff 3 1 0 0 1bff 0 0
860 c0c9 0 3ff 3 1 0 0 1bff 0 0
861 c0c8 0 3ff 3 1 0 0 1bff 0 0
862 c0c7 0 3ff 3 1 0 0 1bff 0 0
863 c0c6 0 3ff 3 1 0 0 1bff 0 0
864 c0c5 0 3ff 3 1 0 0 1bff 0 0
865 c0c4 0 3ff 3 1 0 0 1bff 0 0
866 c0c3 0 3ff 3 1 0 0 1bff 0 0
867 c0c2 0 3ff 3 1 0 0 1bff 0 0
868 c0c1 0 3ff 3 1 0 0 1bff 0 0
869 c0c0 0 3ff 3 1 0 0 1bff 0 0
870 c0bf 0 3ff 3 1 0 0 1bff 0 0
871 c0be 0 3ff 3 1 0 0 1bff 0 0
872 c0bd 0 3ff 3 1 0 0 1bff 0 0
873 c0bc 0 3ff 3 1 0 0 1bff 0 0
874 c0bb 0 3ff 3 1 0 0 1bff 0 0
875 c0ba 0 3ff 3 1 0 0 1bff 0 0
876 c0b9 0 3ff 3 1 0 0 1bff 0 0
877 c0b8 0 3ff 3 1 0 0 1bff 0 0
878 c0b7 0 3ff 3 1 0 0 1bff 0 0
879 c0b6 0 3ff 3 1 0 0 1bff 0 0
880 c0b5 0 3ff 3 1 0 0 1bff 0 0
881 c0b4 0 3ff 3 1 0 0 1bff 0 0
882 c0b3 0 3ff 3 1 0 0 1bff 0 0
883 c0b2 0 3ff 3 1 0 0 1bff 0 0
884 c0b1 0 3ff 3 1 0 0 1bff 0 0
885 c0b0 0 3ff 3 1 0 0 1bff 0 0
886 c0af 0 3ff 3 1 0 0 1bff 0 0
887 c0ae 0 3ff 3 1 0 0 1bff 0 0
888 c0ad 0 3ff 3 1 0 0 1bff 0 0
889 c0ac 0 3ff 3 1 0 0 1bff 0 0
890 c0ab 0 3ff 3 1 0 0 1bff 0 0
891 c0aa 0 3ff 3 1 0 0 1bff 0 0
892 c0a9 0 3ff 3 1 0 0 1bff 0 0
893 c0a8 0 3ff 3 1 0 0 1bff 0 0
894 c0a7 0 3ff 3 1 0 0 1bff 0 0
895 c0a6 0 3ff 3 1 0 0 1bff 0 0
896 c0a5 0 3ff 3 1 0 0 1bff 0 0
897 c0a4 0 3ff 3 1 0 0 1bff 0 0
898 c0a3 0 3ff 3 1 0 0 1bff 0 0
899 c0a2 0 3ff 3 1 0 0 1bff 0 0
900 c0a1 0 3ff 3 1 0 0 1bff 0 0
901 c0a0 0 3ff 3 1 0 0 1bff 0 0
902 c09f 0 3ff 3 1 0 0 1bff 0 0
903 c09e 0 3ff 3 1 0 0 1bff 0 0
904 c09d 0 3ff 3 1 0 0 1bff 0 0
905 c09c 0 3ff 3 1 0 0 1bff 0 0
906 c09b 0 3ff 3 1 0 0 1bff 0 0
907 c09a 0 3ff 3 1 0 0 1bff 0 0
908 c099 0 3ff 3 1 0 0 1bff 0 0
909 c098 0 3ff 3 1 0 0 1bff 0 0
910 c097 0 3ff 3 1 0 0 1bff 0 0
911 c096 0 3ff 3 1 0 0 1bff 0 0
912 c095 0 3ff 3 1 0 0 1bff 0 0
913 c094 0 3ff 3 1 0 0 1bff 0 0
914 c093 0 3ff 3 1 0 0 1bff 0 0
915 c092 0 3ff 3 1 0 0 1bff 0 0
916 c091 0 3ff 3 1 0 0 1bff 0 0
917 c090 0 3ff 3 1 0 0 1bff 0 0
918 c08f 0 3ff 3 1 0 0 1bff 0 0
919 c08e 0 3ff 3 1 0 0 1bff 0 0
920 c08d 0 3ff 3 1 0 0 1bff 0 0
921 c08c 0 3ff 3 1 0 0 1bff 0 0
922 c08b 0 3ff 3 1 0 0 1bff 0 0
923 c08a 0 3ff 3 1 0 0 1bff 0 0
924 c089 0 3ff 3 1 0 0 1bff 0 0
925 c088 0 3ff 3 1 0 0 1bff 0 0
926 c087 0 3ff 3 1 0 0 1bff 0 0
927 c086 0 3ff 3 1 0 0 1bff 0 0
928 c085 0 3ff 3 1 0 0 1bff 0 0
929 c084 0 3ff 3 1 0 0 1bff 0 0
930 c083 0 3ff 3 1 0 0 1bff 0 0
931 c082 0 3ff 3 1 0 0 1bff 0 0
932 c081 0 3ff 3 1 0 0 1bff 0 0
933 c080 0 3ff 3 1 0 0 1bff 0 0
934 c07f 0 3ff 3 1 0 0 1bff 0 0
935 c07e 0 3ff 3 1 0 0 1bff 0 0
936 c07d 0 3ff 3 1 0 0 1bff 0 0
937 c07c 0 3ff 3 1 0 0 1bff 0 0
938 c07b 0 3ff 3 1 0 0 1bff 0 0
939 c07a 0 3ff 3 1 0 0 1bff 0 0
940 c079 0 3ff 3 1 0 0 1bff 0 0
941 c078 0 3ff 3 1 0 0 1bff 0 0
942 c077 0 3ff 3 1 0 0 1bff 0 0
943 c076 0 3ff 3 1 0 0 1bff 0 0
944 c075 0 3ff 3 1 0 0 1bff 0 0
945 c074 0 3ff 3 1 0 0 1bff 0 0
946 c073 0 3ff 3 1 0 0 1bff 0 0
947 c072 0 3ff 3 1 0 0 1bff 0 0
948 c071 0 3ff 3 1 0 0 1bff 0 0
949 c070 0 3ff 3 1 0 0 1bff 0 0
950 c06f 0 3ff 3 1 0 0 1bff 0 0
951 c06e 0 3ff 3 1 0 0 1bff 0 0
952 c06d 0 3ff 3 1 0 0 1bff 0 0
953 c06c 0 3ff 3 1 0 0 1bff 0 0
